k,omega
0.0,1.7320508075688772
0.01578689775673263,1.7320388167120948
0.03157379551346526,1.732002844639853
0.04736069327019789,1.7319428928466534
0.06314759102693052,1.731858963823954
0.07893448878366315,1.7317510610611009
0.09472138654039577,1.7316191890466344
0.1105082842971284,1.731463353269973
0.12629518205386103,1.7312835602234735
0.14208207981059368,1.7310798174048718
0.1578689775673263,1.7308521333201077
0.1736558753240589,1.7306005174865347
0.18944277308079155,1.730324980436521
0.2052296708375242,1.730025533721446
0.2210165685942568,1.7297021899160925
0.23680346635098942,1.729354962623446
0.25259036410772207,1.7289838664799038
0.2683772618644547,1.7285889171608981
0.28416415962118735,1.7281701313869446
0.29995105737791994,1.727727526930117
0.3157379551346526,1.7272611226209642
0.3315248528913852,1.7267709383558671
0.3473117506481178,1.726256995104856
0.36309864840485045,1.7257193149198873
0.3788855461615831,1.7251579209435963
0.39467244391831574,1.724572837418534
0.4104593416750484,1.7239640896968995
0.42624623943178097,1.7233317042507794
0.4420331371885136,1.7226757086829072
0.45782003494524626,1.7219961317379577
0.47360693270197884,1.7212930033143856
0.4893938304587115,1.720566354476827
0.5051807282154441,1.7198162174690799
0.5209676259721767,1.7190426257276747
0.5367545237289094,1.718245613896058
0.552541421485642,1.7174252178394032
0.5683283192423747,1.7165814746600685
0.5841152169991073,1.715714422713722
0.5999021147558399,1.714824101626154
0.6156890125125726,1.7139105523107998
0.6314759102693052,1.7129738169869908
0.6472628080260378,1.7120139391989666
0.6630497057827704,1.7110309638356627
0.678836603539503,1.710024937151308
0.6946235012962356,1.7089959067868563
0.7104103990529683,1.7079439217922785
0.7261972968097009,1.7068690326497498
0.7419841945664336,1.705771291297759
0.7577710923231662,1.704650751156177
0.7735579900798988,1.7035074671523143
0.7893448878366315,1.7023414957480063
0.8051317855933641,1.7011528949677641
0.8209186833500968,1.6999417244280293
0.8367055811068294,1.6987080453675727
0.8524924788635619,1.6974519206790826
0.8682793766202946,1.696173414941987
0.8840662743770272,1.694872594456554
0.8998531721337598,1.6935495272793253
0.9156400698904925,1.692204283259928
0.9314269676472251,1.6908369340793237
0.9472138654039577,1.6894475532895492
0.9630007631606904,1.688036216355008
0.978787660917423,1.6866030006953745
0.9945745586741557,1.6851479857301765
1.0103614564308883,1.6836712529251228
1.0261483541876208,1.6821728858402463
1.0419352519443534,1.680652970179939
1.0577221497010862,1.6791115938449555
1.0735090474578188,1.6775488469864626
1.0892959452145514,1.6759648220622285
1.105082842971284,1.674359613895032
1.1208697407280166,1.6727333197333911
1.1366566384847494,1.6710860393147053
1.152443536241482,1.6694178749309152
1.1682304339982146,1.6677289314967862
1.1840173317549472,1.6660193166209305
1.1998042295116798,1.6642891406796798
1.2155911272684123,1.6625385168939388
1.2313780250251452,1.6607675614091415
1.2471649227818777,1.6589763933784503
1.2629518205386103,1.657165135049338
1.278738718295343,1.6553339118536976
1.2945256160520755,1.6534828525016418
1.3103125138088083,1.651612089079146
1.326099411565541,1.649721757149714
1.3418863093222735,1.6478119958602377
1.357673207079006,1.6458829480512416
1.3734601048357387,1.643934760371704
1.3892470025924712,1.6419675833986669
1.405033900349204,1.6399815717618382
1.4208207981059366,1.6379768842734221
1.4366076958626692,1.635953684063404
1.4523945936194018,1.633912138720542
1.4681814913761344,1.6318524204393203
1.4839683891328672,1.629774706173134
1.4997552868895998,1.627679177793988
1.5155421846463324,1.6255660222590071
1.531329082403065,1.6234354317840618
1.5471159801597976,1.6212876040248398
1.5629028779165304,1.619122742265691
1.578689775673263,1.6169410556166113
1.5944766734299956,1.6147427592187213
1.6102635711867281,1.6125280744586334
1.6260504689434607,1.6102972291921076
1.6418373667001935,1.6080504579774098
1.6576242644569261,1.6057880023188176
1.6734111622136587,1.603510110920723
1.6891980599703913,1.6012170399528076
1.7049849577271239,1.5989090533267847
1.7207718554838565,1.5965864229852198
1.7365587532405893,1.5942494292029625
1.7523456509973219,1.5918983609017423
1.7681325487540545,1.5895335159785002
1.783919446510787,1.5871552016480486
1.7997063442675196,1.584763734800674
1.8154932420242524,1.5823594423753116
1.831280139780985,1.579942661748943
1.8470670375377176,1.5775137411428888
1.8628539352944502,1.575073040046678
1.8786408330511828,1.5726209296601998
1.8944277308079154,1.5701577933548523
1.9102146285646482,1.5676840271544177
1.9260015263213808,1.5652000402363986
1.9417884240781134,1.5627062554545652
1.957575321834846,1.5602031098834543
1.9733622195915785,1.5576910553855718
1.9891491173483113,1.5551705592020313
2.0049360151050437,1.5526421045673615
2.0207229128617765,1.5501061913491847
2.0365098106185093,1.5475633367134474
2.0522967083752417,1.5450140758158442
2.0680836061319745,1.5424589625200296
2.083870503888707,1.539898570143156
2.0996574016454397,1.53733349222919
2.1154442994021725,1.5347643433503895
2.131231197158905,1.5321917599371941
2.1470180949156377,1.5296164011366722
2.16280499267237,1.527038949699504
2.178591890429103,1.524460112895311
2.1943787881858356,1.5218806234559312
2.210165685942568,1.5193012405460085
2.225952583699301,1.5167227507599812
2.241739481456033,1.5141459691442523
2.257526379212766,1.5115717402429585
2.273313276969499,1.5090009391653538
2.289100174726231,1.506434472672365
2.304887072482964,1.503873280279358
2.3206739702396963,1.5013183353715744
2.336460867996429,1.4987706463280581
2.3522477657531615,1.4962312576491612
2.3680346635098943,1.493701251081926
2.383821561266627,1.4911817467367654
2.3996084590233595,1.4886739041878845
2.4153953567800923,1.4861789235488432
2.4311822545368247,1.4836980465134992
2.4469691522935575,1.4812325573513365
2.4627560500502903,1.4787837838448408
2.4785429478070227,1.4763530981551638
2.4943298455637555,1.4739419176007982
2.510116743320488,1.4715517053324032
2.5259036410772207,1.4691839708852572
2.5416905388339535,1.4668402705891201
2.557477436590686,1.46452220781355
2.5732643343474186,1.4622314330249881
2.589051232104151,1.4599696436302407
2.604838129860884,1.4577385835793542
2.6206250276176166,1.4555400426993919
2.636411925374349,1.453375855729312
2.652198823131082,1.4512479010250743
2.667985720887814,1.4491580989033768
2.683772618644547,1.4471084095920783
2.69955951640128,1.4451008307555429
2.715346414158012,1.443137394563886
2.731133311914745,1.4412201642765683
2.7469202096714773,1.4393512303130285
2.76270710742821,1.4375327057861795
2.7784940051849425,1.4357667214787369
2.7942809029416753,1.4340554202475244
2.810067800698408,1.4324009508472273
2.8258546984551405,1.4308054611725274
2.8416415962118733,1.4292710909261932
2.8574284939686057,1.4277999637304366
2.8732153917253385,1.4263941787096361
2.8890022894820713,1.4250558015841919
2.9047891872388036,1.423786855327637
2.9205760849955364,1.4225893104519334
2.936362982752269,1.421465074998785
2.9521498805090016,1.420415984327458
2.9679367782657344,1.4194437908015825
2.983723676022467,1.4185501534882534
2.9995105737791996,1.4177366279920085
3.015297471535932,1.417004656553446
3.031084369292665,1.4163555585469312
3.0468712670493976,1.4157905215136326
3.06265816480613,1.4153105928647256
3.0784450625628628,1.4149166723848001
3.094231960319595,1.4146095056572054
3.110018858076328,1.4143896785213552
3.1258057558330608,1.4142576126570572
3.141592653589793,1.4142135623730951
