k,omega
0.0,0.0
0.01578689775673263,0.006444951711702966
0.03157379551346526,0.012889769565726782
0.04736069327019789,0.01933431969233963
0.06314759102693052,0.0257784681977069
0.07893448878366315,0.032222081151770374
0.09472138654039577,0.03866502457617932
0.1105082842971284,0.04510716443205939
0.12629518205386103,0.05154836660782454
0.14208207981059368,0.05798849690684988
0.1578689775673263,0.06442742103508689
0.1736558753240589,0.07086500458857412
0.18944277308079155,0.07730111304083963
0.2052296708375242,0.0837356117301661
0.2210165685942568,0.09016836584675272
0.23680346635098942,0.09659924041968229
0.25259036410772207,0.1030281003037648
0.2683772618644547,0.10945481016617493
0.28416415962118735,0.11587923447292352
0.29995105737791994,0.12230123747510194
0.3157379551346526,0.12872068319491867
0.3315248528913852,0.13513743541150294
0.3473117506481178,0.1415513576464492
0.36309864840485045,0.14796231314910835
0.3788855461615831,0.15437016488158664
0.39467244391831574,0.16077477550345448
0.4104593416750484,0.16717600735614108
0.42624623943178097,0.17357372244699
0.4420331371885136,0.17996778243297734
0.45782003494524626,0.18635804860405197
0.47360693270197884,0.19274438186609488
0.4893938304587115,0.19912664272347305
0.5051807282154441,0.20550469126116444
0.5209676259721767,0.21187838712643997
0.5367545237289094,0.21824758951007572
0.552541421485642,0.22461215712707663
0.5683283192423747,0.23097194819688582
0.5841152169991073,0.23732682042306175
0.5999021147558399,0.2436766309723885
0.6156890125125726,0.25002123645340485
0.6314759102693052,0.25636049289432056
0.6472628080260378,0.2626942557202895
0.6630497057827704,0.2690223797300205
0.678836603539503,0.2753447190716842
0.6946235012962356,0.2816611272180996
0.7104103990529683,0.2879714569411541
0.7261972968097009,0.2942755602854366
0.7419841945664336,0.30057328854104104
0.7577710923231662,0.30686449221550754
0.7735579900798988,0.3131490210048674
0.7893448878366315,0.31942672376374665
0.8051317855933641,0.3256974484744931
0.8209186833500968,0.33196104221528455
0.8367055811068294,0.3382173511271723
0.8524924788635619,0.34446622038001606
0.8682793766202946,0.3507074941372636
0.8840662743770272,0.35694101551952506
0.8998531721337598,0.3631666265668889
0.9156400698904925,0.3693841681999295
0.9314269676472251,0.3755934801793464
0.9472138654039577,0.38179440106417967
